Date,Time,Exercise,Set,Weight,Reps,Note
04.04.22,14:57:36,Pulley Machine Row (seated),1,32,16,Let shoulders come all the way forward.
04.04.22,14:57:37,Pulley Machine Row (seated),2,32,5,
04.04.22,14:57:38,Pulley Machine Row (seated),3,39,8,
04.04.22,14:57:39,Pulley Machine Row (seated),4,39,12,
04.04.22,14:57:40,Pull-ups| Overhand Medium Grip,1,0,4,"1.wide
2. normal
3. reverse close"
04.04.22,14:57:41,Supported Machine Pull-ups| Underhand Medium Grip,1,25,7,
04.04.22,14:57:42,Supported Machine Pull-ups| Underhand Medium Grip,2,25,6,
04.04.22,14:57:43,Pulley Machine Face Pulls (standing),1,18,12,"down to up (slightly, not too much)
shoulders rotate out
pull towards forehead
thumbs facing you
knuckles facing up"
04.04.22,14:57:44,Pulley Machine Face Pulls (standing),2,23,12,
04.04.22,14:57:45,Pulley Machine Face Pulls (standing),3,27,12,
04.04.22,14:57:46,Dumbbell Shrugs (standing),1,7,12,
04.04.22,14:57:47,Dumbbell Shrugs (standing),2,10,12,
04.04.22,14:57:48,Dumbbell Shrugs (standing),3,10,12,
04.04.22,14:57:49,Dumbbell Shrugs (standing),4,9,20,
04.04.22,14:57:50,Reverse Barbell Forearm Curl (standing),1,15,12,
04.04.22,14:57:51,Reverse Barbell Forearm Curl (standing),2,15,10,
04.04.22,14:57:52,Reverse Barbell Forearm Curl (standing),3,15,12,
04.04.22,14:57:53,Barbell Biceps Curl (standing),1,15,12,
04.04.22,14:57:54,Barbell Biceps Curl (standing),2,15,10,
04.04.22,14:57:55,Barbell Biceps Curl (standing),3,15,10,
02.04.22,21:29:38,Barbell Flat Bench Press,1,20,12,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
02.04.22,21:29:39,Barbell Flat Bench Press,2,30,8,
02.04.22,21:29:40,Barbell Flat Bench Press,3,40,8,
02.04.22,21:29:41,Barbell Flat Bench Press,4,45,8,
02.04.22,21:29:42,Barbell Flat Bench Press,5,45,8,
02.04.22,21:29:43,Barbell Flat Bench Press,6,45,8,
02.04.22,21:29:44,Barbell Shoulder Press (standing),1,20,12,
02.04.22,21:29:45,Barbell Shoulder Press (standing),2,20,10,
02.04.22,21:29:46,Barbell Shoulder Press (standing),3,20,8,
02.04.22,21:29:47,Pulley Machine Triceps Press (standing),1,14,12,
02.04.22,21:29:48,Pulley Machine Triceps Press (standing),2,14,12,
02.04.22,21:29:49,Pulley Machine Triceps Press (standing),3,14,12,
02.04.22,21:29:50,Dumbbell Lateral Raise (standing),1,4,15,
02.04.22,21:29:51,Dumbbell Lateral Raise (standing),2,5,12,
02.04.22,21:29:52,Dumbbell Lateral Raise (standing),3,5,10,
28.03.22,15:59:39,Barbell Flat Bench Press,1,20,12,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
28.03.22,15:59:40,Barbell Flat Bench Press,2,30,8,
28.03.22,15:59:41,Barbell Flat Bench Press,3,40,8,
28.03.22,15:59:42,Barbell Flat Bench Press,4,40,8,
28.03.22,15:59:43,Barbell Flat Bench Press,5,40,8,
28.03.22,15:59:44,Barbell Flat Bench Press,6,45,8,
28.03.22,15:59:45,Machine Shoulder Press (seated),1,32,12,
28.03.22,15:59:46,Machine Shoulder Press (seated),2,32,8,
28.03.22,15:59:47,Machine Shoulder Press (seated),3,23,12,
28.03.22,15:59:48,Supported Machine Dips,1,0,5,
28.03.22,15:59:49,Supported Machine Dips,2,0,5,
28.03.22,15:59:50,Supported Machine Dips,3,0,4,
28.03.22,15:59:51,Pulley Machine Triceps Press (standing),1,14,12,
28.03.22,15:59:52,Pulley Machine Triceps Press (standing),2,14,12,
28.03.22,15:59:53,Pulley Machine Triceps Press (standing),3,14,12,
28.03.22,15:59:54,Dumbbell Lateral Raise (standing),1,5,12,
28.03.22,15:59:55,Dumbbell Lateral Raise (standing),2,5,12,
28.03.22,15:59:56,Dumbbell Lateral Raise (standing),3,5,12,
27.03.22,15:55:20,Pull-ups| Overhand Medium Grip,1,0,6,
27.03.22,15:55:21,Pull-ups| Overhand Medium Grip,2,0,5,
27.03.22,15:55:22,Pull-ups| Overhand Medium Grip,3,0,4,
27.03.22,15:55:23,Pull-ups| Overhand Medium Grip,4,0,3,
27.03.22,15:55:24,Pull-ups| Overhand Medium Grip,5,0,3,
27.03.22,15:55:25,Pulley Machine Row (seated),1,32,15,
27.03.22,15:55:26,Pulley Machine Row (seated),2,32,12,
27.03.22,15:55:27,Pulley Machine Row (seated),3,32,13,
27.03.22,15:55:28,Pulley Machine Lats Pullover (standing),1,14,12,"1 second up, 1 second down"
27.03.22,15:55:29,Pulley Machine Lats Pullover (standing),2,18,12,
27.03.22,15:55:30,Pulley Machine Lats Pullover (standing),3,14,12,
27.03.22,15:55:31,Reverse Machine Flys (seated),1,32,12,
27.03.22,15:55:32,Reverse Machine Flys (seated),2,25,12,
27.03.22,15:55:33,Reverse Machine Flys (seated),3,25,12,
27.03.22,15:55:34,Scott Machine Biceps Curl (seated),1,23,12,
27.03.22,15:55:35,Scott Machine Biceps Curl (seated),2,23,12,
27.03.22,15:55:36,Scott Machine Biceps Curl (seated),3,18,10,
26.03.22,14:43:19,Barbell Flat Bench Press,1,20,12,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
26.03.22,14:43:20,Barbell Flat Bench Press,2,30,8,
26.03.22,14:43:21,Barbell Flat Bench Press,3,40,8,
26.03.22,14:43:22,Barbell Flat Bench Press,4,45,8,
26.03.22,14:43:23,Barbell Flat Bench Press,5,45,8,
26.03.22,14:43:24,Barbell Flat Bench Press,6,45,8,
26.03.22,14:43:25,Barbell Shoulder Press (standing),1,20,12,
26.03.22,14:43:26,Barbell Shoulder Press (standing),2,20,10,
26.03.22,14:43:27,Barbell Shoulder Press (standing),3,20,10,
26.03.22,14:43:28,Supported Machine Dips,1,32,5,
26.03.22,14:43:29,Supported Machine Dips,2,32,5,
26.03.22,14:43:30,Supported Machine Dips,3,32,5,
26.03.22,14:43:31,EZ-Bar Triceps French Press (lying),1,10,12,
26.03.22,14:43:32,EZ-Bar Triceps French Press (lying),2,10,15,
26.03.22,14:43:33,EZ-Bar Triceps French Press (lying),3,10,12,
26.03.22,14:43:34,Dumbbell Lateral Raise (standing),1,5,12,
26.03.22,14:43:35,Dumbbell Lateral Raise (standing),2,5,12,
24.03.22,18:55:08,Pull-ups| Overhand Medium Grip,1,0,6,
24.03.22,18:55:09,Pull-ups| Overhand Medium Grip,2,0,5,
24.03.22,18:55:10,Pull-ups| Overhand Medium Grip,3,0,4,
24.03.22,18:55:11,Pull-ups| Overhand Medium Grip,4,0,3,
24.03.22,18:55:12,Pull-ups| Overhand Medium Grip,5,0,2,
24.03.22,18:55:13,Pulley Machine Lats Pullover (standing),1,14,12,"1 second up, 1 second down"
24.03.22,18:55:14,Pulley Machine Lats Pullover (standing),2,14,12,
24.03.22,18:55:15,Pulley Machine Lats Pullover (standing),3,14,12,
24.03.22,18:55:16,Pulley Machine Lats Pullover (standing),4,18,10,
24.03.22,18:55:17,Reverse Machine Flys (seated),1,32,12,
24.03.22,18:55:18,Reverse Machine Flys (seated),2,32,10,
24.03.22,18:55:19,Reverse Machine Flys (seated),3,32,10,
21.03.22,15:45:29,Machine Shoulder Press (seated),1,23,12,
21.03.22,15:45:30,Machine Shoulder Press (seated),2,23,12,
21.03.22,15:45:31,Machine Shoulder Press (seated),3,23,12,
21.03.22,15:45:32,Barbell Flat Bench Press,1,20,12,
21.03.22,15:45:33,Barbell Flat Bench Press,2,30,8,
21.03.22,15:45:34,Barbell Flat Bench Press,3,40,8,
21.03.22,15:45:35,Barbell Flat Bench Press,4,40,8,
21.03.22,15:45:36,Barbell Flat Bench Press,5,40,8,
21.03.22,15:45:37,Barbell Flat Bench Press,6,40,8,
21.03.22,15:45:38,Barbell Flat Bench Press,7,40,8,
21.03.22,15:45:39,Dumbbell Lateral Raise (standing),1,5,12,
21.03.22,15:45:40,Dumbbell Lateral Raise (standing),2,5,12,
21.03.22,15:45:41,Dumbbell Lateral Raise (standing),3,5,10,
21.03.22,15:45:42,Pulley Machine Triceps Press (standing),1,14,12,overhead (not triceps pushdown!)
21.03.22,15:45:43,Pulley Machine Triceps Press (standing),2,14,12,
21.03.22,15:45:44,Pulley Machine Triceps Press (standing),3,14,8,
21.03.22,15:45:45,Pulley Machine Triceps Press (standing),4,9,4,
21.03.22,15:45:46,Pulley Machine Crossover (standing),1,4.5,12,low to high
21.03.22,15:45:47,Pulley Machine Crossover (standing),2,4.5,12,
21.03.22,15:45:48,Pulley Machine Crossover (standing),3,9,10,
21.03.22,15:45:49,Machine Triceps Press (seated),1,32,12,
21.03.22,15:45:50,Machine Triceps Press (seated),2,41,12,
21.03.22,15:45:51,Machine Triceps Press (seated),3,45,15,
21.03.22,15:45:52,Pull-ups| Overhand Medium Grip,1,0,5,
21.03.22,15:45:53,Pull-ups| Overhand Medium Grip,2,0,4,
21.03.22,15:45:54,Pull-ups| Overhand Medium Grip,3,0,4,
21.03.22,15:45:55,Pull-ups| Overhand Medium Grip,4,0,3,
21.03.22,15:45:56,Pull-ups| Overhand Medium Grip,5,0,3,
21.03.22,15:45:57,Pulley Machine Lats Pullover (standing),1,14,12,"1 second up, 1 second down"
21.03.22,15:45:58,Pulley Machine Lats Pullover (standing),2,14,12,
21.03.22,15:45:59,Pulley Machine Lats Pullover (standing),3,14,12,
21.03.22,15:46:00,Pulley Machine Row (seated),1,32,15,
21.03.22,15:46:01,Pulley Machine Row (seated),2,32,12,
21.03.22,15:46:02,Pulley Machine Row (seated),3,32,12,
21.03.22,15:46:03,Pulley Machine Face Pulls (standing),1,10.2,12,
21.03.22,15:46:04,Pulley Machine Face Pulls (standing),2,12.5,12,
21.03.22,15:46:05,Pulley Machine Face Pulls (standing),3,12.5,15,
21.03.22,15:46:06,Reverse Machine Flys (seated),1,32,10,
21.03.22,15:46:07,Reverse Machine Flys (seated),2,25,12,
21.03.22,15:46:08,Reverse Machine Flys (seated),3,25,12,
21.03.22,15:46:09,Scott Machine Biceps Curl (seated),1,23,12,
21.03.22,15:46:10,Scott Machine Biceps Curl (seated),2,23,12,
21.03.22,15:46:11,Scott Machine Biceps Curl (seated),3,23,6,
21.03.22,15:46:12,Scott Machine Biceps Curl (seated),4,18,6,
19.03.22,14:45:25,Barbell Romanian Deadlift,1,30,12,
19.03.22,14:45:26,Barbell Deadlift,1,50,5,
19.03.22,14:45:27,Barbell Deadlift,2,50,5,
19.03.22,14:45:28,Barbell Deadlift,3,50,6,
19.03.22,14:45:29,Machine Squats (incline),1,0,12,knees over toes
19.03.22,14:45:30,Machine Squats (incline),2,0,12,
19.03.22,14:45:31,Machine Squats (incline),3,0,12,
19.03.22,14:45:32,Machine Leg Curl (prone),1,23,12,
19.03.22,14:45:33,Machine Leg Curl (prone),2,27,12,
19.03.22,14:45:34,Machine Leg Curl (prone),3,23,12,
19.03.22,14:45:35,Hyperextension Bench Side Crunch,1,0,12,
19.03.22,14:45:36,Hyperextension Bench Side Crunch,2,5,12,
19.03.22,14:45:37,Hyperextension Bench Side Crunch,3,5,12,
19.03.22,14:45:38,Machine Calf Raise (seated),1,45,12,
19.03.22,14:45:39,Machine Calf Raise (seated),2,45,12,
19.03.22,14:45:40,Machine Calf Raise (seated),3,45,12,
19.03.22,14:45:41,Knee Raise| Rest On Arms,1,,12,
19.03.22,14:45:42,Knee Raise| Rest On Arms,2,,12,
19.03.22,14:45:43,Knee Raise| Rest On Arms,3,,12,
19.03.22,14:45:44,Barbell Flat Bench Press,1,20,12,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
19.03.22,14:45:45,Barbell Flat Bench Press,2,30,12,
19.03.22,14:45:46,Barbell Flat Bench Press,3,40,8,
19.03.22,14:45:47,Barbell Flat Bench Press,4,40,8,
19.03.22,14:45:48,Barbell Flat Bench Press,5,40,8,
19.03.22,14:45:49,Barbell Flat Bench Press,6,40,8,
19.03.22,14:45:50,Machine Shoulder Press (seated),1,18,12,
19.03.22,14:45:51,Machine Shoulder Press (seated),2,18,12,
19.03.22,14:45:52,Machine Shoulder Press (seated),3,23,12,
19.03.22,14:45:53,Supported Machine Dips,1,0,5,
19.03.22,14:45:54,Supported Machine Dips,2,0,5,
19.03.22,14:45:55,Supported Machine Dips,3,0,5,
19.03.22,14:45:56,Pulley Machine Rope Triceps Press (standing),1,14,12,
19.03.22,14:45:57,Pulley Machine Rope Triceps Press (standing),2,14,10,
19.03.22,14:45:58,Pulley Machine Rope Triceps Press (standing),3,9,12,
19.03.22,14:45:59,Dumbbell Lateral Raise (standing),1,5,12,
19.03.22,14:46:00,Dumbbell Lateral Raise (standing),2,5,12,
19.03.22,14:46:01,Dumbbell Lateral Raise (standing),3,5,12,
17.03.22,15:19:54,Barbell Squats (standing),1,20,8,
17.03.22,15:19:55,Barbell Squats (standing),2,25,8,
17.03.22,15:19:56,Barbell Squats (standing),3,30,8,
17.03.22,15:19:57,Barbell Squats (standing),4,30,8,
17.03.22,15:19:58,Barbell Squats (standing),5,30,8,
17.03.22,15:19:59,Machine Leg Extension (seated),1,32,12,Set chair back and control the eccentric. 
17.03.22,15:20:00,Machine Leg Extension (seated),2,32,12,
17.03.22,15:20:01,Machine Leg Extension (seated),3,39,12,
17.03.22,15:20:02,Machine Leg Curl (prone),1,23,12,
17.03.22,15:20:03,Machine Leg Curl (prone),2,23,12,
17.03.22,15:20:04,Machine Leg Curl (prone),3,23,12,
17.03.22,15:20:05,Machine Calf Raise (standing),1,10,15,
17.03.22,15:20:06,Machine Calf Raise (standing),2,10,12,
17.03.22,15:20:07,Machine Calf Raise (standing),3,10,12,
15.03.22,19:45:36,Pull-ups| Overhand Medium Grip,1,0,6,
15.03.22,19:45:37,Pull-ups| Overhand Medium Grip,2,0,5,
15.03.22,19:45:38,Pull-ups| Overhand Medium Grip,3,0,4,
15.03.22,19:45:39,Pull-ups| Overhand Medium Grip,4,0,3,
15.03.22,19:45:40,Pull-ups| Overhand Medium Grip,5,0,2,
15.03.22,19:45:41,Pulley Machine Row (seated),1,32,12,
15.03.22,19:45:42,Pulley Machine Row (seated),2,32,12,
15.03.22,19:45:43,Pulley Machine Row (seated),3,32,12,
15.03.22,19:45:44,Pulley Machine Lats Pullover (standing),1,14,12,"1 second up, 1 second down"
15.03.22,19:45:45,Pulley Machine Lats Pullover (standing),2,14,12,
15.03.22,19:45:46,Pulley Machine Lats Pullover (standing),3,14,12,
15.03.22,19:45:47,Pulley Machine Face Pulls (standing),1,14,12,
15.03.22,19:45:48,Pulley Machine Face Pulls (standing),2,14,12,
15.03.22,19:45:49,Pulley Machine Face Pulls (standing),3,14,12,
15.03.22,19:45:50,Pulley Machine Face Pulls (standing),4,14,12,
15.03.22,19:45:51,Reverse Machine Flys (seated),1,25,12,
15.03.22,19:45:52,Reverse Machine Flys (seated),2,32,12,
15.03.22,19:45:53,Reverse Machine Flys (seated),3,32,12,
15.03.22,19:45:54,Scott Machine Biceps Curl (seated),1,27,12,
15.03.22,19:45:55,Scott Machine Biceps Curl (seated),2,23,10,
15.03.22,19:45:56,Scott Machine Biceps Curl (seated),3,18,7,
13.03.22,12:32:27,Pull-ups| Overhand Medium Grip,1,0,4,
13.03.22,12:32:28,Pull-ups| Overhand Medium Grip,2,0,4,
13.03.22,12:32:29,Pull-ups| Overhand Medium Grip,3,0,4,
13.03.22,12:32:30,Pull-ups| Overhand Medium Grip,4,0,3,
13.03.22,12:32:31,Pull-ups| Overhand Medium Grip,5,0,3,
13.03.22,12:32:32,Pulley Machine Row (seated),1,32,12,
13.03.22,12:32:33,Pulley Machine Row (seated),2,32,12,
13.03.22,12:32:34,Pulley Machine Row (seated),3,32,12,
13.03.22,12:32:35,Pulley Machine Lats Pullover (standing),1,14,12,"1 second up, 1 second down"
13.03.22,12:32:36,Pulley Machine Lats Pullover (standing),2,14,12,
13.03.22,12:32:37,Pulley Machine Lats Pullover (standing),3,14,12,
13.03.22,12:32:38,Pulley Machine Lats Pullover (standing),4,14,10,
13.03.22,12:32:39,Pulley Machine Face Pulls (standing),1,9,12,
13.03.22,12:32:40,Pulley Machine Face Pulls (standing),2,9,12,
13.03.22,12:32:41,Pulley Machine Face Pulls (standing),3,14,12,
13.03.22,12:32:42,Reverse Machine Flys (seated),1,25,12,
13.03.22,12:32:43,Reverse Machine Flys (seated),2,25,11,
13.03.22,12:32:44,Reverse Machine Flys (seated),3,18,12,
12.03.22,11:01:27,Barbell Flat Bench Press,1,20,12,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
12.03.22,11:01:28,Barbell Flat Bench Press,2,30,8,
12.03.22,11:01:29,Barbell Flat Bench Press,3,40,8,
12.03.22,11:01:30,Barbell Flat Bench Press,4,40,8,
12.03.22,11:01:31,Barbell Flat Bench Press,5,45,8,
12.03.22,11:01:32,Barbell Shoulder Press (standing),1,20,10,
12.03.22,11:01:33,Barbell Shoulder Press (standing),2,15,10,
12.03.22,11:01:34,Barbell Shoulder Press (standing),3,20,10,
12.03.22,11:01:35,Supported Machine Dips,1,0,5,
12.03.22,11:01:36,Supported Machine Dips,2,0,5,
12.03.22,11:01:37,Supported Machine Dips,3,0,8,
12.03.22,11:01:38,Single Arm Pulley Machine Lateral Raise (standing),1,1.5,12,
12.03.22,11:01:39,Single Arm Pulley Machine Lateral Raise (standing),2,1.5,12,
12.03.22,11:01:40,Single Arm Pulley Machine Lateral Raise (standing),3,1.5,12,
12.03.22,11:01:41,Pulley Machine Rope Triceps Press (standing),1,12.5,12,
12.03.22,11:01:42,Pulley Machine Rope Triceps Press (standing),2,10.2,12,
12.03.22,11:01:43,Pulley Machine Rope Triceps Press (standing),3,10.2,13,
12.03.22,11:01:44,Machine Fly (seated),1,45,12,
12.03.22,11:01:45,Machine Fly (seated),2,39,12,
12.03.22,11:01:46,Machine Fly (seated),3,39,12,
09.03.22,16:01:01,Machine Leg Press (incline),1,0,12,
09.03.22,16:01:02,Machine Leg Press (incline),2,0,12,
09.03.22,16:01:03,Machine Leg Press (incline),3,0,15,
09.03.22,16:01:04,Machine Leg Extension (seated),1,32,12,Set chair back and control the eccentric. 
09.03.22,16:01:05,Machine Leg Extension (seated),2,32,15,
09.03.22,16:01:06,Machine Leg Extension (seated),3,32,18,
09.03.22,16:01:07,Barbell Squats (standing),1,20,8,
09.03.22,16:01:08,Barbell Squats (standing),2,20,8,
09.03.22,16:01:09,Barbell Squats (standing),3,20,8,
09.03.22,16:01:10,Machine Leg Curl (seated),1,39,12,
09.03.22,16:01:11,Machine Leg Curl (seated),2,45,12,
09.03.22,16:01:12,Machine Leg Curl (seated),3,52,12,
09.03.22,16:01:13,Machine Calf Raise (standing),1,10,12,
09.03.22,16:01:14,Machine Calf Raise (standing),2,10,12,
09.03.22,16:01:15,Machine Calf Raise (standing),3,10,15,
07.03.22,15:52:13,Machine Shoulder Press (seated),1,18,12,
07.03.22,15:52:14,Machine Shoulder Press (seated),2,18,12,
07.03.22,15:52:15,Machine Shoulder Press (seated),3,23,15,
07.03.22,15:52:16,Barbell Flat Bench Press,1,20,12,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
07.03.22,15:52:17,Barbell Flat Bench Press,2,30,8,
07.03.22,15:52:18,Barbell Flat Bench Press,3,40,8,
07.03.22,15:52:19,Barbell Flat Bench Press,4,40,8,
07.03.22,15:52:20,Barbell Flat Bench Press,5,40,8,
07.03.22,15:52:21,Supported Machine Dips,1,0,5,
07.03.22,15:52:22,Supported Machine Dips,2,0,4,
07.03.22,15:52:23,Supported Machine Dips,3,0,4,
07.03.22,15:52:24,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,8,
07.03.22,15:52:25,Single Arm Pulley Machine Lateral Raise (standing),2,1.5,12,
07.03.22,15:52:26,Single Arm Pulley Machine Lateral Raise (standing),3,1.5,10,
07.03.22,15:52:27,Pulley Machine Rope Triceps Press (standing),1,9,12,
07.03.22,15:52:28,Pulley Machine Rope Triceps Press (standing),2,14,10,
07.03.22,15:52:29,Pulley Machine Rope Triceps Press (standing),3,9,12,
05.03.22,13:01:08,Pull-ups| Overhand Medium Grip,1,0,6,
05.03.22,13:01:09,Pull-ups| Overhand Medium Grip,2,0,5,
05.03.22,13:01:10,Pull-ups| Overhand Medium Grip,3,0,4,
05.03.22,13:01:11,Pull-ups| Overhand Medium Grip,4,0,3,
05.03.22,13:01:12,Pull-ups| Overhand Medium Grip,5,0,3,
05.03.22,13:01:13,Pulley Machine Lats Pullover (standing),1,14,12,"1 second up, 1 second down"
05.03.22,13:01:14,Pulley Machine Lats Pullover (standing),2,14,12,
05.03.22,13:01:15,Pulley Machine Lats Pullover (standing),3,14,8,
05.03.22,13:01:16,Pulley Machine Lats Pullover (standing),4,9,4,
05.03.22,13:01:17,Pulley Machine Row (seated),1,32,12,
05.03.22,13:01:18,Pulley Machine Row (seated),2,32,10,
05.03.22,13:01:19,Pulley Machine Row (seated),3,32,10,
05.03.22,13:01:20,Reverse Barbell Forearm Curl (standing),1,15,10,Keep elbows back. Supinate.
05.03.22,13:01:21,Reverse Barbell Forearm Curl (standing),2,15,10,
05.03.22,13:01:22,Reverse Barbell Forearm Curl (standing),3,15,8,
05.03.22,13:01:23,Barbell Biceps Curl (standing),1,15,10,"bro curls"""""
05.03.22,13:01:24,Barbell Biceps Curl (standing),2,15,8,
05.03.22,13:01:25,Barbell Biceps Curl (standing),3,15,5,
02.03.22,12:41:03,Barbell Squats (standing),1,20,10,
02.03.22,12:41:04,Barbell Squats (standing),2,25,6,
02.03.22,12:41:05,Barbell Squats (standing),3,30,5,
02.03.22,12:41:06,Barbell Squats (standing),4,35,5,
02.03.22,12:41:07,Barbell Squats (standing),5,35,5,
02.03.22,12:41:08,Barbell Squats (standing),6,35,5,
02.03.22,12:41:09,Machine Leg Curl (seated),1,39,12,
02.03.22,12:41:10,Machine Leg Curl (seated),2,39,20,
02.03.22,12:41:11,Machine Leg Curl (seated),3,45,20,
02.03.22,12:41:12,Machine Calf Raise (standing),1,10,12,
02.03.22,12:41:13,Machine Calf Raise (standing),2,10,15,
02.03.22,12:41:14,Machine Calf Raise (standing),3,10,12,
27.02.22,12:33:54,Barbell Shoulder Press (standing),1,20,8,
27.02.22,12:33:55,Barbell Shoulder Press (standing),2,20,8,
27.02.22,12:33:56,Barbell Shoulder Press (standing),3,20,8,
27.02.22,12:33:57,Barbell Shoulder Press (standing),4,20,8,
27.02.22,12:33:58,Barbell Flat Bench Press,1,20,12,
27.02.22,12:33:59,Barbell Flat Bench Press,2,40,8,
27.02.22,12:34:00,Barbell Flat Bench Press,3,40,8,
27.02.22,12:34:01,Barbell Flat Bench Press,4,40,5,
27.02.22,12:34:02,Pulley Machine Triceps Press (standing),1,14,10,overhead (not triceps pushdown!)
27.02.22,12:34:03,Pulley Machine Triceps Press (standing),2,9,12,
27.02.22,12:34:04,Pulley Machine Triceps Press (standing),3,14,7,
27.02.22,12:34:05,Pulley Machine Triceps Press (standing),4,9,8,
27.02.22,12:34:06,Dumbbell Lateral Raise (standing),1,5,12,
27.02.22,12:34:07,Dumbbell Lateral Raise (standing),2,5,12,
27.02.22,12:34:08,Dumbbell Lateral Raise (standing),3,5,10,
27.02.22,12:34:09,Pulley Machine Crossover (standing),1,4.5,12,low to high
27.02.22,12:34:10,Pulley Machine Crossover (standing),2,4.5,12,
27.02.22,12:34:11,Pulley Machine Crossover (standing),3,4.5,10,
27.02.22,12:34:12,Machine Triceps Press (seated),1,32,12,
27.02.22,12:34:13,Machine Triceps Press (seated),2,41,12,
27.02.22,12:34:14,Machine Triceps Press (seated),3,41,8,
27.02.22,12:34:15,Pull-ups| Overhand Medium Grip,1,0,6,
27.02.22,12:34:16,Pull-ups| Overhand Medium Grip,2,0,5,
27.02.22,12:34:17,Pull-ups| Overhand Medium Grip,3,0,4,
27.02.22,12:34:18,Pull-ups| Overhand Medium Grip,4,0,3,
27.02.22,12:34:19,Pull-ups| Overhand Medium Grip,5,0,2,
27.02.22,12:34:20,Dumbbell Shrugs (standing),1,10,12,
27.02.22,12:34:21,Dumbbell Shrugs (standing),2,10,15,
27.02.22,12:34:22,Dumbbell Shrugs (standing),3,10,15,
27.02.22,12:34:23,Pulley Machine Face Pulls (standing),1,9,12,
27.02.22,12:34:24,Pulley Machine Face Pulls (standing),2,14,13,
27.02.22,12:34:25,Pulley Machine Face Pulls (standing),3,14,12,
27.02.22,12:34:26,Pulley Machine Row (seated),1,32,12,
27.02.22,12:34:27,Barbell Row| Bent Over (standing),1,20,12,
27.02.22,12:34:28,Reverse Barbell Forearm Curl (standing),1,15,10,
27.02.22,12:34:29,Reverse Barbell Forearm Curl (standing),2,15,10,
27.02.22,12:34:30,Reverse Barbell Forearm Curl (standing),3,15,10,
27.02.22,12:34:31,Scott Machine Biceps Curl (seated),1,15,10,
27.02.22,12:34:32,Scott Machine Biceps Curl (seated),2,15,10,
27.02.22,12:34:33,Scott Machine Biceps Curl (seated),3,15,10,
23.02.22,12:36:08,Pull-ups| Overhand Medium Grip,1,0,4,
23.02.22,12:36:09,Pull-ups| Overhand Medium Grip,2,0,4,
23.02.22,12:36:10,Pull-ups| Overhand Medium Grip,3,0,4,
23.02.22,12:36:11,Pull-ups| Overhand Medium Grip,4,0,3,
23.02.22,12:36:12,Pull-ups| Overhand Medium Grip,5,0,3,
23.02.22,12:36:13,Pull-ups| Overhand Medium Grip,6,0,3,
23.02.22,12:36:14,Pull-ups| Overhand Medium Grip,7,0,2,
23.02.22,12:36:15,Inverted Row,1,0,8,
23.02.22,12:36:16,Inverted Row,2,0,8,
23.02.22,12:36:17,Inverted Row,3,0,8,
14.02.22,12:10:52,Machine Leg Extension (seated),1,32,12,Set chair back and control the eccentric. 
14.02.22,12:10:53,Machine Leg Extension (seated),2,32,12,
14.02.22,12:10:54,Machine Leg Extension (seated),3,32,12,
14.02.22,12:10:55,Machine Leg Curl (seated),1,32,12,
14.02.22,12:10:56,Machine Leg Curl (seated),2,39,12,
14.02.22,12:10:57,Machine Leg Curl (seated),3,45,5,
14.02.22,12:10:58,Machine Leg Curl (seated),4,39,10,
14.02.22,12:10:59,Barbell Squats (standing),1,20,10,
14.02.22,12:11:00,Barbell Squats (standing),2,30,8,
14.02.22,12:11:01,Barbell Squats (standing),3,40,5,
14.02.22,12:11:02,Barbell Squats (standing),4,40,5,
14.02.22,12:11:03,Barbell Squats (standing),5,40,5,
14.02.22,12:11:04,Barbell Squats (standing),6,40,5,
14.02.22,12:11:05,Barbell Romanian Deadlift,1,20,12,
14.02.22,12:11:06,Barbell Romanian Deadlift,2,20,12,
14.02.22,12:11:07,Barbell Romanian Deadlift,3,20,12,
14.02.22,12:11:08,Hyperextension Bench Side Crunch,1,0,12,
14.02.22,12:11:09,Hyperextension Bench Side Crunch,2,0,10,
14.02.22,12:11:10,Hyperextension Bench Side Crunch,3,0,12,
14.02.22,12:11:11,Pull-ups| Overhand Medium Grip,1,0,5,
14.02.22,12:11:12,Pull-ups| Overhand Medium Grip,2,0,5,
14.02.22,12:11:13,Pull-ups| Overhand Medium Grip,3,0,3,
14.02.22,12:11:14,Supported Machine Pull-ups| Overhand Medium Grip,1,25,5,
14.02.22,12:11:15,Supported Machine Pull-ups| Overhand Medium Grip,2,25,5,
14.02.22,12:11:16,Supported Machine Pull-ups| Overhand Medium Grip,3,25,5,
14.02.22,12:11:17,Pulley Machine Row (seated),1,32,12,
